ID,Time Stamp,DG_On_Load,DG_ON,DGFuelLow,Door_Open,SiteOnBat,Mains_Fail,Fire_Smoke,DGBatt_Low,Room_Temp,Rack_Temp,Batt_Volt,L1_Voltage,L2_Voltage,L3_Voltage,RectFail,Rec_LowV,DG_AC
1236,2/1/2018 21:43,No,No,NOT-PROV,Yes,No,No,No,No,11.31,11.19,55.99,156.64,0,0,No,NOT-PROV,0
1237,2/1/2018 21:41,No,No,NOT-PROV,Yes,No,No,No,No,10.22,10.34,56.16,158.89,0,0,No,NOT-PROV,0
1238,2/1/2018 21:40,No,No,NOT-PROV,Yes,No,No,No,No,10.59,11.19,56.05,155.86,0,0,No,NOT-PROV,0
1239,2/1/2018 21:37,No,No,NOT-PROV,Yes,No,No,No,No,10.34,10.83,56.05,156.35,0,0,No,NOT-PROV,0
1240,2/1/2018 21:35,No,No,NOT-PROV,Yes,No,No,No,No,10.59,11.19,55.99,155.86,0,0,No,NOT-PROV,0
1241,2/1/2018 21:33,No,No,NOT-PROV,Yes,No,No,No,No,10.47,9.25,55.99,157.23,0,0,No,NOT-PROV,0
1242,2/1/2018 21:31,No,No,NOT-PROV,Yes,No,No,No,No,10.34,10.95,55.99,155.57,0,0,No,NOT-PROV,0
1243,2/1/2018 21:30,No,No,NOT-PROV,Yes,No,No,No,No,10.59,10.95,56.05,155.57,0,0,No,NOT-PROV,0
1244,2/1/2018 21:27,No,No,NOT-PROV,Yes,No,No,No,No,10.22,10.71,55.99,169.36,0,0,No,NOT-PROV,0
1245,2/1/2018 21:26,No,No,NOT-PROV,Yes,No,No,No,No,9.74,10.59,55.99,168.48,0,0,No,NOT-PROV,0
1246,2/1/2018 21:24,No,No,NOT-PROV,Yes,No,No,No,No,9.98,10.83,55.93,149.8,0,0,No,NOT-PROV,0
1247,2/1/2018 21:22,No,No,NOT-PROV,Yes,No,No,No,No,9.74,10.47,55.99,149.31,0,0,No,NOT-PROV,0
1248,2/1/2018 21:21,No,No,NOT-PROV,Yes,No,No,No,No,10.22,10.59,55.93,136.3,0,0,No,NOT-PROV,0
1249,2/1/2018 21:19,No,No,NOT-PROV,Yes,No,No,No,No,9.38,9.86,55.99,153.61,0,0,No,NOT-PROV,0
1250,2/1/2018 21:14,No,No,NOT-PROV,Yes,No,No,No,No,9.01,9.62,55.87,162.02,0,0,No,NOT-PROV,0
1251,2/1/2018 21:12,No,No,NOT-PROV,Yes,No,No,No,No,8.65,9.25,55.87,164.86,0,0,No,NOT-PROV,0
1252,2/1/2018 21:10,No,No,NOT-PROV,Yes,No,No,No,No,9.01,9.74,56.05,153.9,0,0,No,NOT-PROV,0
1253,2/1/2018 21:08,No,No,NOT-PROV,Yes,No,No,No,No,8.89,9.5,55.87,153.42,0,0,No,NOT-PROV,0
1254,2/1/2018 21:06,No,No,NOT-PROV,Yes,No,No,No,No,9.01,8.04,55.99,153.12,0,0,No,NOT-PROV,0
1255,2/1/2018 21:04,No,No,NOT-PROV,Yes,No,No,No,No,8.29,9.01,55.93,152.63,0,0,No,NOT-PROV,0
1256,2/1/2018 21:03,No,No,NOT-PROV,Yes,No,No,No,No,8.29,8.65,56.1,152.63,0,0,No,NOT-PROV,0
1257,2/1/2018 21:01,No,No,NOT-PROV,Yes,No,No,No,No,8.77,9.74,55.93,152.44,0,0,No,NOT-PROV,0
1258,2/1/2018 20:56,No,No,NOT-PROV,Yes,No,No,No,No,11.31,11.68,55.93,163.39,0,0,No,NOT-PROV,0
1259,2/1/2018 20:54,No,No,NOT-PROV,Yes,No,No,No,No,11.56,10.95,55.93,156.15,0,0,No,NOT-PROV,0
1260,2/1/2018 20:50,No,No,NOT-PROV,Yes,No,No,No,No,11.31,11.8,55.93,144.52,0,0,No,NOT-PROV,0
1261,2/1/2018 20:48,No,No,NOT-PROV,Yes,No,No,No,No,10.95,11.43,55.99,153.81,0,0,No,NOT-PROV,0
1262,2/1/2018 20:46,No,No,NOT-PROV,Yes,No,No,No,No,11.19,11.19,55.99,149.11,0,0,No,NOT-PROV,0
1263,2/1/2018 20:44,No,No,NOT-PROV,Yes,No,No,No,No,10.95,11.19,55.99,148.82,0,0,No,NOT-PROV,0
1264,2/1/2018 20:42,No,No,NOT-PROV,Yes,No,No,No,No,11.07,11.07,55.99,155.47,0,0,No,NOT-PROV,0
1265,2/1/2018 20:40,No,No,NOT-PROV,Yes,No,No,No,No,10.59,11.07,55.99,149.31,0,0,No,NOT-PROV,0
1266,2/1/2018 20:38,No,No,NOT-PROV,Yes,No,No,No,No,10.71,11.19,55.93,156.45,0,0,No,NOT-PROV,0
1267,2/1/2018 20:36,No,No,NOT-PROV,Yes,No,No,No,No,10.95,11.19,55.87,154.98,0,0,No,NOT-PROV,0
1268,2/1/2018 20:34,No,No,NOT-PROV,Yes,No,No,No,No,10.95,10.95,55.87,156.84,0,0,No,NOT-PROV,0
1269,2/1/2018 20:32,No,No,NOT-PROV,Yes,No,No,No,No,11.07,10.59,55.93,155.67,0,0,No,NOT-PROV,0
1270,2/1/2018 20:30,No,No,NOT-PROV,Yes,No,No,No,No,10.47,10.59,55.93,156.64,0,0,No,NOT-PROV,0
1271,2/1/2018 20:28,No,No,NOT-PROV,Yes,No,No,No,No,10.71,11.19,55.93,155.57,0,0,No,NOT-PROV,0
1272,2/1/2018 20:26,No,No,NOT-PROV,Yes,No,No,No,No,10.59,10.71,55.93,155.37,0,0,No,NOT-PROV,0
1273,2/1/2018 20:24,No,No,NOT-PROV,Yes,No,No,No,No,10.71,11.19,55.87,161.14,0,0,No,NOT-PROV,0
1274,2/1/2018 20:22,No,No,NOT-PROV,Yes,No,No,No,No,10.83,9.38,55.81,157.52,0,0,No,NOT-PROV,0
1275,2/1/2018 20:21,No,No,NOT-PROV,Yes,No,No,No,No,10.71,11.19,55.87,155.86,0,0,No,NOT-PROV,0
1276,2/1/2018 20:19,No,No,NOT-PROV,Yes,No,No,No,No,11.07,11.8,55.93,159.48,0,0,No,NOT-PROV,0
1277,2/1/2018 20:17,No,No,NOT-PROV,Yes,No,No,No,No,10.1,11.19,55.87,161.14,0,0,No,NOT-PROV,0
1278,2/1/2018 20:15,No,No,NOT-PROV,Yes,No,No,No,No,10.47,10.95,55.99,159.58,0,0,No,NOT-PROV,0
1279,2/1/2018 20:13,No,No,NOT-PROV,Yes,No,No,No,No,10.47,10.95,55.93,156.45,0,0,No,NOT-PROV,0
1280,2/1/2018 20:11,No,No,NOT-PROV,Yes,No,No,No,No,10.34,10.83,55.87,152.44,0,0,No,NOT-PROV,0
1281,2/1/2018 20:10,No,No,NOT-PROV,Yes,No,No,No,No,10.34,10.83,55.87,153.32,0,0,No,NOT-PROV,0
1282,2/1/2018 20:08,No,No,NOT-PROV,Yes,No,No,No,No,9.25,10.83,56.28,150.97,0,0,No,NOT-PROV,0
1283,2/1/2018 20:06,No,No,NOT-PROV,Yes,No,No,No,No,10.22,10.71,55.87,147.94,0,0,No,NOT-PROV,0
1284,2/1/2018 20:04,No,No,NOT-PROV,Yes,No,No,No,No,10.22,10.71,55.93,150.97,0,0,No,NOT-PROV,0
1285,2/1/2018 20:02,No,No,NOT-PROV,Yes,No,No,No,No,10.34,11.07,56.1,144.32,0,0,No,NOT-PROV,0
1286,2/1/2018 20:00,No,No,NOT-PROV,Yes,No,No,No,No,10.34,11.07,55.93,142.07,0,0,No,NOT-PROV,0
1287,2/1/2018 19:58,No,No,NOT-PROV,Yes,No,No,No,No,9.98,11.07,55.93,140.12,0,0,No,NOT-PROV,0
1288,2/1/2018 19:56,No,No,NOT-PROV,Yes,No,No,No,No,10.34,11.68,55.81,143.54,0,0,No,NOT-PROV,0
1289,2/1/2018 19:54,No,No,NOT-PROV,Yes,No,No,No,No,9.62,10.95,56.05,141.19,0,0,No,NOT-PROV,0
1290,2/1/2018 19:49,No,No,NOT-PROV,Yes,No,No,No,No,11.92,11.68,55.75,146.37,0,0,No,NOT-PROV,0
1291,2/1/2018 19:48,No,No,NOT-PROV,Yes,No,No,No,No,10.95,12.04,55.69,146.67,0,0,No,NOT-PROV,0
1292,2/1/2018 19:40,No,No,NOT-PROV,Yes,No,No,No,No,10.59,12.28,55.75,138.65,0,0,No,NOT-PROV,0
1293,2/1/2018 19:38,No,No,NOT-PROV,Yes,No,No,No,No,11.68,12.65,55.69,142.85,0,0,No,NOT-PROV,0
1294,2/1/2018 19:36,No,No,NOT-PROV,Yes,No,No,No,No,12.65,13.49,55.69,145.69,0,0,No,NOT-PROV,0
1295,2/1/2018 19:34,No,No,NOT-PROV,Yes,No,No,No,No,12.65,13.49,55.69,136.69,0,0,No,NOT-PROV,0
1296,2/1/2018 19:32,No,No,NOT-PROV,Yes,No,No,No,No,14.58,14.1,55.69,146.57,0,0,No,NOT-PROV,0
1297,2/1/2018 19:30,No,No,NOT-PROV,Yes,No,No,No,No,15.55,14.83,55.75,170.92,0,0,No,NOT-PROV,0
1298,2/1/2018 19:28,No,No,NOT-PROV,Yes,Yes,Yes,No,No,13.13,13.13,49.06,0,0,0,Yes,NOT-PROV,0
1299,2/1/2018 19:26,No,No,NOT-PROV,Yes,Yes,Yes,No,No,13.13,13.13,49.3,0,0,0,Yes,NOT-PROV,0
1300,2/1/2018 19:21,No,No,NOT-PROV,Yes,Yes,Yes,No,No,10.47,10.59,50.07,0,0,0,Yes,NOT-PROV,0
1301,2/1/2018 19:19,No,No,NOT-PROV,Yes,No,No,No,No,10.71,12.28,55.75,138.65,0,0,No,NOT-PROV,0
1302,2/1/2018 19:17,No,No,NOT-PROV,Yes,No,No,No,No,10.95,12.28,55.69,138.26,0,0,No,NOT-PROV,0
1303,2/1/2018 19:15,No,No,NOT-PROV,Yes,No,No,No,No,9.5,12.52,56.1,137.87,0,0,No,NOT-PROV,0
1304,2/1/2018 19:12,No,No,NOT-PROV,Yes,No,No,No,No,11.31,12.65,55.81,134.93,0,0,No,NOT-PROV,0
1305,2/1/2018 19:10,No,No,NOT-PROV,Yes,No,No,No,No,11.68,12.77,55.81,136.4,0,0,No,NOT-PROV,0
1306,2/1/2018 19:09,No,No,NOT-PROV,Yes,No,No,No,No,11.68,12.89,55.75,128.18,0,0,No,NOT-PROV,0
1307,2/1/2018 19:08,No,No,NOT-PROV,Yes,No,No,No,No,11.68,12.89,55.81,131.8,0,0,No,NOT-PROV,0
1308,2/1/2018 19:06,No,No,NOT-PROV,Yes,No,No,No,No,11.8,12.77,55.81,134.05,0,0,No,NOT-PROV,0
1309,2/1/2018 19:04,No,No,NOT-PROV,Yes,No,No,No,No,11.56,13.01,55.81,140.21,0,0,No,NOT-PROV,0
1310,2/1/2018 19:02,No,No,NOT-PROV,Yes,No,No,No,No,11.43,13.13,55.81,136.01,0,0,No,NOT-PROV,0
1311,2/1/2018 19:00,No,No,NOT-PROV,Yes,No,No,No,No,12.16,13.13,55.69,135.13,0,0,No,NOT-PROV,0
1312,2/1/2018 18:58,No,No,NOT-PROV,Yes,No,No,No,No,12.16,13.37,55.75,137.08,0,0,No,NOT-PROV,0
1313,2/1/2018 18:56,No,No,NOT-PROV,Yes,No,No,No,No,11.92,13.37,55.63,135.71,0,0,No,NOT-PROV,0
1314,2/1/2018 18:54,No,No,NOT-PROV,Yes,No,No,No,No,11.92,13.49,55.63,138.26,0,0,No,NOT-PROV,0
1315,2/1/2018 18:49,No,No,NOT-PROV,Yes,No,No,No,No,12.89,13.74,55.75,137.67,0,0,No,NOT-PROV,0
1316,2/1/2018 18:47,No,No,NOT-PROV,Yes,No,No,No,No,12.28,13.37,55.75,137.87,0,0,No,NOT-PROV,0
1317,2/1/2018 18:45,No,No,NOT-PROV,Yes,No,No,No,No,12.4,13.25,55.87,138.55,0,0,No,NOT-PROV,0
1318,2/1/2018 18:43,No,No,NOT-PROV,Yes,No,No,No,No,12.4,13.49,55.81,142.85,0,0,No,NOT-PROV,0
1319,2/1/2018 18:41,No,No,NOT-PROV,Yes,No,No,No,No,12.89,13.86,55.81,142.36,0,0,No,NOT-PROV,0
1320,2/1/2018 18:39,No,No,NOT-PROV,Yes,No,No,No,No,13.86,14.1,55.75,143.15,0,0,No,NOT-PROV,0
1321,2/1/2018 18:38,No,No,NOT-PROV,Yes,No,No,No,No,14.46,14.22,55.75,143.24,0,0,No,NOT-PROV,0
1322,2/1/2018 18:36,No,No,NOT-PROV,Yes,No,No,No,No,13.49,13.74,55.69,140.6,0,0,No,NOT-PROV,0
1323,2/1/2018 18:34,No,No,NOT-PROV,Yes,No,No,No,No,13.61,13.49,55.69,141.58,0,0,No,NOT-PROV,0
1324,2/1/2018 18:32,No,No,NOT-PROV,Yes,No,No,No,No,13.61,14.1,55.69,145.89,0,0,No,NOT-PROV,0
1325,2/1/2018 18:30,No,No,NOT-PROV,Yes,No,No,No,No,13.98,13.86,55.75,141.78,0,0,No,NOT-PROV,0
1326,2/1/2018 18:28,No,No,NOT-PROV,Yes,No,No,No,No,13.61,14.22,55.69,151.46,0,0,No,NOT-PROV,0
1327,2/1/2018 18:26,No,No,NOT-PROV,Yes,No,No,No,No,13.61,14.34,55.63,151.36,0,0,No,NOT-PROV,0
1328,2/1/2018 18:24,No,No,NOT-PROV,Yes,No,No,No,No,14.22,13.86,55.63,148.53,0,0,No,NOT-PROV,0
1329,2/1/2018 18:22,No,No,NOT-PROV,Yes,No,No,No,No,14.34,14.22,55.63,149.6,0,0,No,NOT-PROV,0
1330,2/1/2018 18:20,No,No,NOT-PROV,Yes,No,No,No,No,14.46,14.1,55.63,150.38,0,0,No,NOT-PROV,0
1331,2/1/2018 18:19,No,No,NOT-PROV,Yes,No,No,No,No,14.58,14.22,55.63,148.92,0,0,No,NOT-PROV,0
1332,2/1/2018 18:18,No,No,NOT-PROV,Yes,No,No,No,No,15.07,14.46,55.57,153.42,0,0,No,NOT-PROV,0
1333,2/1/2018 18:17,No,No,NOT-PROV,Yes,No,No,No,No,14.7,14.34,55.75,152.05,0,0,No,NOT-PROV,0
1334,2/1/2018 18:16,No,No,NOT-PROV,Yes,No,No,No,No,14.95,14.46,55.57,153.61,0,0,No,NOT-PROV,0
1335,2/1/2018 18:15,No,No,NOT-PROV,Yes,No,No,No,No,14.7,14.83,55.51,158.4,0,0,No,NOT-PROV,0
1336,2/1/2018 18:13,No,No,NOT-PROV,Yes,No,No,No,No,15.07,14.83,55.57,156.94,0,0,No,NOT-PROV,0
1337,2/1/2018 18:12,No,No,NOT-PROV,Yes,No,No,No,No,14.58,14.95,55.57,157.62,0,0,No,NOT-PROV,0
1338,2/1/2018 18:10,No,No,NOT-PROV,Yes,No,No,No,No,15.43,14.7,55.57,156.55,0,0,No,NOT-PROV,0
1339,2/1/2018 18:08,No,No,NOT-PROV,Yes,No,No,No,No,15.67,15.19,55.57,160.75,0,0,No,NOT-PROV,0
1340,2/1/2018 18:06,No,No,NOT-PROV,Yes,No,No,No,No,15.67,15.19,55.57,166.91,0,0,No,NOT-PROV,0
1341,2/1/2018 18:04,No,No,NOT-PROV,Yes,No,No,No,No,15.79,15.07,55.45,167.6,0,0,No,NOT-PROV,0
1342,2/1/2018 18:03,No,No,NOT-PROV,Yes,No,No,No,No,15.79,15.31,55.39,171.8,0,0,No,NOT-PROV,0
1343,2/1/2018 18:02,No,No,NOT-PROV,Yes,No,No,No,No,15.07,15.43,55.51,171.9,0,0,No,NOT-PROV,0
1344,2/1/2018 18:00,No,No,NOT-PROV,Yes,No,No,No,No,16.52,16.16,55.45,173.17,0,0,No,NOT-PROV,0
1345,2/1/2018 17:58,No,No,NOT-PROV,Yes,No,No,No,No,16.16,15.92,55.45,186.67,0,0,No,NOT-PROV,0
1346,2/1/2018 17:56,No,No,NOT-PROV,Yes,No,No,No,No,16.04,16.88,55.45,202.12,0,0,No,NOT-PROV,0
1347,2/1/2018 17:54,No,No,NOT-PROV,Yes,No,No,No,No,15.67,16.64,55.39,237.91,0,0,No,NOT-PROV,0
1348,2/1/2018 17:50,No,No,NOT-PROV,Yes,No,No,No,No,15.43,17.61,55.39,239.48,0,0,No,NOT-PROV,0
1349,2/1/2018 17:49,No,No,NOT-PROV,Yes,No,No,No,No,16.76,14.34,55.45,238.99,0,0,No,NOT-PROV,0
1350,2/1/2018 17:47,No,No,NOT-PROV,Yes,No,No,No,No,17.61,18.58,55.39,239.77,0,0,No,NOT-PROV,0
1351,2/1/2018 17:45,No,No,NOT-PROV,Yes,No,No,No,No,19.43,18.46,54.98,240.56,0,0,No,NOT-PROV,0
1352,2/1/2018 17:43,No,No,NOT-PROV,Yes,No,No,No,No,19.31,18.34,53.74,239.77,0,0,No,NOT-PROV,0
1353,2/1/2018 17:42,No,No,NOT-PROV,Yes,No,No,No,No,18.7,18.58,52.91,240.95,0,0,No,NOT-PROV,0
1354,2/1/2018 17:40,Yes,Yes,NOT-PROV,Yes,No,Yes,No,No,17.73,17.49,55.28,0,0,0,No,NOT-PROV,244.09
1355,2/1/2018 17:38,Yes,Yes,NOT-PROV,Yes,No,Yes,No,No,17.85,17.49,54.15,0,0,0,No,NOT-PROV,244.68
1356,2/1/2018 17:36,Yes,Yes,NOT-PROV,Yes,No,Yes,No,No,17.73,17.13,52.85,0,0,0,No,NOT-PROV,245.28
1357,2/1/2018 17:34,Yes,Yes,NOT-PROV,Yes,No,Yes,No,No,17.85,13.98,49.12,0,0,0,No,NOT-PROV,244.19
1358,2/1/2018 17:32,No,No,NOT-PROV,Yes,Yes,Yes,No,No,16.76,16.4,48.7,0,0,0,Yes,NOT-PROV,0
1359,2/1/2018 17:31,No,No,NOT-PROV,Yes,Yes,Yes,No,No,16.76,16.4,48.88,0,0,0,Yes,NOT-PROV,0
1360,2/1/2018 17:29,No,No,NOT-PROV,Yes,Yes,Yes,No,No,17.73,14.58,49.06,0,0,0,Yes,NOT-PROV,0
1361,2/1/2018 17:28,No,No,NOT-PROV,Yes,Yes,Yes,No,No,17.37,17.25,49,0,0,0,Yes,NOT-PROV,0
1362,2/1/2018 17:26,No,No,NOT-PROV,Yes,Yes,Yes,No,No,16.4,16.52,49.12,0,0,0,Yes,NOT-PROV,0
1363,2/1/2018 17:24,No,No,NOT-PROV,Yes,Yes,Yes,No,No,14.83,14.95,50.01,0,0,0,Yes,NOT-PROV,0
1364,2/1/2018 17:22,No,No,NOT-PROV,Yes,No,No,No,No,16.04,17.37,55.39,236.74,0,0,No,NOT-PROV,0
1365,2/1/2018 17:20,No,No,NOT-PROV,Yes,No,No,No,No,16.28,17.37,55.45,237.13,0,0,No,NOT-PROV,0
1366,2/1/2018 17:19,No,No,NOT-PROV,Yes,No,No,No,No,16.16,17.73,55.51,238.21,0,0,No,NOT-PROV,0
1367,2/1/2018 17:17,No,No,NOT-PROV,Yes,No,No,No,No,16.64,17.13,55.45,237.03,0,0,No,NOT-PROV,0
1368,2/1/2018 17:15,No,No,NOT-PROV,Yes,No,No,No,No,16.52,17.85,55.39,237.82,0,0,No,NOT-PROV,0
1369,2/1/2018 17:13,No,No,NOT-PROV,Yes,No,No,No,No,16.88,18.34,55.39,237.23,0,0,No,NOT-PROV,0
1370,2/1/2018 17:11,No,No,NOT-PROV,Yes,No,No,No,No,17.01,18.58,55.34,237.43,0,0,No,NOT-PROV,0
1371,2/1/2018 17:10,No,No,NOT-PROV,Yes,No,No,No,No,17.25,18.46,55.39,237.13,0,0,No,NOT-PROV,0
1372,2/1/2018 17:09,No,No,NOT-PROV,Yes,No,No,No,No,16.4,18.46,55.45,237.52,0,0,No,NOT-PROV,0
1373,2/1/2018 17:08,No,No,NOT-PROV,Yes,No,No,No,No,17.37,18.58,55.39,237.62,0,0,No,NOT-PROV,0
1374,2/1/2018 17:06,No,No,NOT-PROV,Yes,No,No,No,No,17.37,18.94,55.34,237.91,0,0,No,NOT-PROV,0
1375,2/1/2018 17:04,No,No,NOT-PROV,Yes,No,No,No,No,17.73,18.94,55.39,237.62,0,0,No,NOT-PROV,0
1376,2/1/2018 17:02,No,No,NOT-PROV,Yes,No,No,No,No,17.61,19.19,55.39,238.01,0,0,No,NOT-PROV,0
1377,2/1/2018 17:00,No,No,NOT-PROV,Yes,No,No,No,No,17.85,19.06,55.39,237.82,0,0,No,NOT-PROV,0
1378,2/1/2018 16:58,No,No,NOT-PROV,Yes,No,No,No,No,18.22,19.19,55.39,237.52,0,0,No,NOT-PROV,0
1379,2/1/2018 16:56,No,No,NOT-PROV,Yes,No,No,No,No,17.97,19.19,55.39,236.74,0,0,No,NOT-PROV,0
1380,2/1/2018 16:54,No,No,NOT-PROV,Yes,No,No,No,No,18.46,19.19,55.39,236.15,0,0,No,NOT-PROV,0
1381,2/1/2018 16:49,No,No,NOT-PROV,Yes,No,No,No,No,19.31,19.31,55.28,237.33,0,0,No,NOT-PROV,0
1382,2/1/2018 16:47,No,No,NOT-PROV,Yes,No,No,No,No,19.19,19.19,55.22,237.62,0,0,No,NOT-PROV,0
1383,2/1/2018 16:46,No,No,NOT-PROV,Yes,No,No,No,No,19.19,19.31,55.28,237.33,0,0,No,NOT-PROV,0
1384,2/1/2018 16:44,No,No,NOT-PROV,Yes,No,No,No,No,19.43,19.31,55.28,237.03,0,0,No,NOT-PROV,0
1385,2/1/2018 16:40,No,No,NOT-PROV,Yes,No,No,No,No,19.31,19.31,55.22,237.03,0,0,No,NOT-PROV,0
1386,2/1/2018 16:38,No,No,NOT-PROV,Yes,No,No,No,No,19.55,19.31,55.28,237.23,0,0,No,NOT-PROV,0
1387,2/1/2018 16:36,No,No,NOT-PROV,Yes,No,No,No,No,19.55,19.31,55.28,237.62,0,0,No,NOT-PROV,0
1388,2/1/2018 16:34,No,No,NOT-PROV,Yes,No,No,No,No,19.43,19.43,55.22,237.82,0,0,No,NOT-PROV,0
1389,2/1/2018 16:32,No,No,NOT-PROV,Yes,No,No,No,No,19.43,19.19,55.28,235.76,0,0,No,NOT-PROV,0
1390,2/1/2018 16:30,No,No,NOT-PROV,Yes,No,No,No,No,19.67,19.43,55.28,237.33,0,0,No,NOT-PROV,0
1391,2/1/2018 16:28,No,No,NOT-PROV,Yes,No,No,No,No,19.31,19.31,55.22,237.13,0,0,No,NOT-PROV,0
1392,2/1/2018 16:26,No,No,NOT-PROV,Yes,No,No,No,No,19.19,19.19,55.28,237.43,0,0,No,NOT-PROV,0
1393,2/1/2018 16:24,No,No,NOT-PROV,Yes,No,No,No,No,19.43,19.06,55.22,237.82,0,0,No,NOT-PROV,0
1394,2/1/2018 16:22,No,No,NOT-PROV,Yes,No,No,No,No,19.79,19.19,55.28,237.91,0,0,No,NOT-PROV,0
1395,2/1/2018 16:20,No,No,NOT-PROV,Yes,No,No,No,No,19.55,19.31,55.22,237.33,0,0,No,NOT-PROV,0
1396,2/1/2018 16:18,No,No,NOT-PROV,Yes,No,No,No,No,18.82,19.31,55.34,237.13,0,0,No,NOT-PROV,0
1397,2/1/2018 16:17,No,No,NOT-PROV,Yes,No,No,No,No,18.82,19.43,55.28,237.43,0,0,No,NOT-PROV,0
1398,2/1/2018 16:15,No,No,NOT-PROV,Yes,No,No,No,No,18.7,16.28,55.22,238.6,0,0,No,NOT-PROV,0
1399,2/1/2018 16:13,No,No,NOT-PROV,Yes,No,No,No,No,18.94,14.34,55.28,238.7,0,0,No,NOT-PROV,0
1400,2/1/2018 16:11,No,No,NOT-PROV,Yes,No,No,No,No,18.94,19.31,55.69,239.28,0,0,No,NOT-PROV,0
1401,2/1/2018 16:09,No,No,NOT-PROV,Yes,No,No,No,No,19.06,19.43,55.28,239.48,0,0,No,NOT-PROV,0
1402,2/1/2018 16:07,No,No,NOT-PROV,Yes,No,No,No,No,19.31,19.43,55.22,239.58,0,0,No,NOT-PROV,0
1403,2/1/2018 16:05,No,No,NOT-PROV,Yes,No,No,No,No,19.43,19.43,55.28,239.87,0,0,No,NOT-PROV,0
1404,2/1/2018 16:03,No,No,NOT-PROV,Yes,No,No,No,No,19.43,19.19,55.39,238.5,0,0,No,NOT-PROV,0
1405,2/1/2018 16:01,No,No,NOT-PROV,Yes,No,No,No,No,19.55,19.43,55.28,237.91,0,0,No,NOT-PROV,0
1406,2/1/2018 15:59,No,No,NOT-PROV,Yes,No,No,No,No,19.43,19.19,55.22,236.74,0,0,No,NOT-PROV,0
1407,2/1/2018 15:58,No,No,NOT-PROV,Yes,No,No,No,No,19.43,19.31,55.28,236.74,0,0,No,NOT-PROV,0
1408,2/1/2018 15:56,No,No,NOT-PROV,Yes,No,No,No,No,19.55,19.19,55.34,236.35,0,0,No,NOT-PROV,0
1409,2/1/2018 15:54,No,No,NOT-PROV,Yes,No,No,No,No,19.67,19.06,55.22,236.64,0,0,No,NOT-PROV,0
1410,2/1/2018 15:50,No,No,NOT-PROV,Yes,No,No,No,No,19.67,19.06,55.22,236.15,0,0,No,NOT-PROV,0
1411,2/1/2018 15:48,No,No,NOT-PROV,Yes,No,No,No,No,19.79,19.19,55.22,236.25,0,0,No,NOT-PROV,0
1412,2/1/2018 15:46,No,No,NOT-PROV,Yes,No,No,No,No,19.67,19.19,55.28,236.55,0,0,No,NOT-PROV,0
1413,2/1/2018 15:44,No,No,NOT-PROV,Yes,No,No,No,No,19.55,16.52,55.22,236.55,0,0,No,NOT-PROV,0
1414,2/1/2018 15:42,No,No,NOT-PROV,Yes,No,No,No,No,19.67,19.06,55.22,236.84,0,0,No,NOT-PROV,0
1415,2/1/2018 15:41,No,No,NOT-PROV,Yes,No,No,No,No,19.79,19.19,55.28,236.55,0,0,No,NOT-PROV,0
1416,2/1/2018 15:39,No,No,NOT-PROV,Yes,No,No,No,No,19.79,19.19,55.22,236.06,0,0,No,NOT-PROV,0
1417,2/1/2018 15:37,No,No,NOT-PROV,Yes,No,No,No,No,19.91,19.06,55.28,236.15,0,0,No,NOT-PROV,0
1418,2/1/2018 15:35,No,No,NOT-PROV,Yes,No,No,No,No,19.79,19.19,55.22,236.15,0,0,No,NOT-PROV,0
1419,2/1/2018 15:34,No,No,NOT-PROV,Yes,No,No,No,No,19.67,19.19,55.22,235.96,0,0,No,NOT-PROV,0
1420,2/1/2018 15:32,No,No,NOT-PROV,Yes,No,No,No,No,19.55,19.19,55.22,236.55,0,0,No,NOT-PROV,0
1421,2/1/2018 15:30,No,No,NOT-PROV,Yes,No,No,No,No,19.79,19.19,55.22,236.45,0,0,No,NOT-PROV,0
1422,2/1/2018 15:28,No,No,NOT-PROV,Yes,No,No,No,No,19.67,15.55,55.28,236.06,0,0,No,NOT-PROV,0
1423,2/1/2018 15:26,No,No,NOT-PROV,Yes,No,No,No,No,19.67,19.19,55.34,236.06,0,0,No,NOT-PROV,0
1424,2/1/2018 15:24,No,No,NOT-PROV,Yes,No,No,No,No,19.79,19.19,55.16,236.45,0,0,No,NOT-PROV,0
1425,2/1/2018 15:22,No,No,NOT-PROV,Yes,No,No,No,No,19.91,19.19,55.16,236.74,0,0,No,NOT-PROV,0
1426,2/1/2018 15:20,No,No,NOT-PROV,Yes,No,No,No,No,19.79,19.31,55.16,236.94,0,0,No,NOT-PROV,0
1427,2/1/2018 15:18,No,No,NOT-PROV,Yes,No,No,No,No,19.31,19.31,55.22,238.21,0,0,No,NOT-PROV,0
1428,2/1/2018 15:14,No,No,NOT-PROV,Yes,No,No,No,No,19.91,19.19,55.22,236.55,0,0,No,NOT-PROV,0
1429,2/1/2018 15:12,No,No,NOT-PROV,Yes,No,No,No,No,19.67,19.19,55.22,236.64,0,0,No,NOT-PROV,0
1430,2/1/2018 15:09,No,No,NOT-PROV,Yes,No,No,No,No,19.67,19.19,55.34,237.03,0,0,No,NOT-PROV,0
1431,2/1/2018 15:08,No,No,NOT-PROV,Yes,No,No,No,No,19.79,16.52,55.16,236.15,0,0,No,NOT-PROV,0
1432,2/1/2018 15:06,No,No,NOT-PROV,Yes,No,No,No,No,20.03,19.19,55.22,236.55,0,0,No,NOT-PROV,0
